旅館名稱,最低房價,最高房價,地址,圖片連結,城市,網站,電話
月亮的家民宿,1800,3500,"No.5, Ln. 243, Sec. 2, Zhonghua Rd., Luye Township, Taitung County 955, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/17772.jpg?v=20250516,鹿野鄉,,886-89-552350
晶贊都會旅店台北永和,4200,8000,"4F.3F,No.168,Sec.2, Yonghe Rd., Yonghe Dist., New Taipei City 234, Taiwan(R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/107304.jpg?v=20250516,永和區,http://www.parkctinn.com,886-2-29206789
水紫印民宿,2800,3800,"No.1-347, Shiquan, Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-963-202508
山嶺好望角民宿,5000,6000,"No.9-6, Shanling, Shoufeng Township, Hualien County 974, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/30145.jpg?v=20250516,壽豐鄉,,886-932-581151
九份A-HOME民宿,5500,5500,"No.55, Lunding Rd., Ruifang District, New Taipei City 224, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/9101.JPG?v=20250516,瑞芳區,http://a-home.tw/,886-2-24969454
慕夏精品旅館,7000,10000,"No.62, Xinmin Rd., Yilan City, Yilan County 260, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/265002.JPG?v=20250516,宜蘭市,,886-3-9331188
壹百號民宿,3500,4500,"No.100, Sec. 1, Zhonghua Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,,886-89-352100
雅霖大飯店,4600,8000,"No.100, Tonghe Rd., Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/13779.jpg?v=20250516,馬公市,http://www.yaling-hotel.tw/yaling-hotel.htm,886-6-9261366
城市商旅美麗島館,12600,16800,"1-7F., No.328, Minsheng 1st Rd., Xinxing Dist., Kaohsiung City 800, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/273765.jpg?v=20250516,新興區,http://www.citysuites.com.tw,886-7-2519888
城市商旅德立莊分館,18000,20000,"5F-12F,15F.,No4, Xiushan St.,; 5F-12F,15F., No.99, Hengyang Rd., ; 5F-11F,15F., No.110, Yanping S. R",https://taiwan.taiwanstay.net.tw/twpic/49962.jpg?v=20250516,中正區,https://www.midtownrichardson.com/zh-tw,886-2-23757777
番薯藤民宿,3200,4200,"No.85, Daxian St., Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-6-9221228
樂灣民宿,4500,4500,"No.52, Ln. 309, Daji 5th Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,,886-963-983531
嵐翠文旅民宿,4800,8800,"No.800, Sec. 2, Jianguo Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-3-8573132
花蓮馥麗生活旅店,7260,8360,"No.46-1, Sanmin St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/37431.jpg?v=20250516,花蓮市,https://m.facebook.com/HualienFuinn/,886-3-8320000
愛黏在一起民宿,6000,8000,"No.3-12, Xiuzheng Ln., Yuchi Township, Nantou County 555, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/2971.jpg?v=20250516,魚池鄉,,886-49-2898088
雲富大飯店,10000,36000,"No.24, Changchun Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/222072.jpg?v=20250516,中山區,https://www.hotelcloud.com.tw/tc/cloud/,886-2-25316767
東華白川夢想屋民宿,3000,4500,"No.55-5, Ln. 63, Sec. 2, Daxue Rd., Shoufeng Township, Hualien County 974, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/15005.jpg?v=20250516,壽豐鄉,,886-988-581955
三兄弟民宿,4000,5500,"No.78, Sec. 2, Taiyuan Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/92732.jpg?v=20250516,台東市,,886-919-127821
山水商務旅店,1500,1500,"No.73, Guolian 3rd Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,https://www.r88.com.tw/,886-3-8336571
文學河岸民宿,4000,4000,"No.2-2, Aly. 1, Ln. 35, Jinghua St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/281034.jpg?v=20250516,花蓮市,https://www.facebook.com/-618560101669001/,886-3-8355007
紅章魚民宿,2800,4200,"No.5-7, Qianliao, Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/283969.jpeg?v=20250516,馬公市,,886-966-702798
鴻不讓民宿,3200,4200,"No. 220-2, Shuangtougua, Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/259031.jpg?v=20250516,馬公市,,886-906-880406
香草藝術旅店,3600,4200,"1-5F., No.6, Yi 3rd Rd., Xinyi District, Keelung City 201, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/30435.JPG?v=20250516,信義區,http://www.herbart.com.tw/,886-2-24254688
長榮桂冠酒店 (台北),11500,68000,"No.63, Songjiang Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/2857.JPG?v=20250516,中山區,http://www.evergreen-hotels.com/branch/taipei,886-2-25019988
望幽谷民宿,2500,2500,"No.108-3, Qiche Rd., Ruifang Dist., New Taipei City 224, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/41560.JPG?v=20250516,瑞芳區,,886-2-24966296
真愛民宿,1500,2500,"No.168, Sec. 1, Qinhe Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,,886-3-9501887
OAOA安平小宿,2500,3800,"No.3, Xiaozhong St., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/110333.jpg?v=20250516,安平區,,886-916-600892
暗礁碼頭民宿,3800,5000,"No.107, Fude, Shoufeng Township, Hualien County 974, Taiwan (R.O.C.)",,壽豐鄉,,886-921-862852
晴悅旅店,3500,12000,"2F., No. 10, Sec. 3, Xinsheng N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",,中山區,https://www.facebook.com/CYHotelTaipei/,886-2-25992211
新藝術空間民宿,6000,6000,"No.215, Guoxing 5th St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/7077.jpg?v=20250516,花蓮市,,886-3-8336730
天閣酒店台北劍潭,10500,30000,"1F-12F, No.16-6, Jihe Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/19247.JPG?v=20250516,士林區,,886-2-28862999
ＱＫ民宿,3300,10000,"No.401, Sec. 2, Wujie Central Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/52621.jpg?v=20250516,五結鄉,http://elbnb.com/qk/index.html,886-3-9368350
晶藍色美人魚民宿,4500,5500,"No.33, Beibin St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/1791.jpg?v=20250516,花蓮市,,886-928-686989
蓋雅之都,5000,6400,"No.43, Aly. 398, Sec. 3, Zhiben Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,,886-955-175965
溫心海民宿,4000,4000,"No.80-6, Suoguangang, Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-930-361783
伊瓦爾,3200,5500,"No.3, Ln. 333, Xiaowei Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,,886-919-688605
苓旅站前,1280,11180,"4F., No.72, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/52509.jpg?v=20250516,中正區,,886-2-23814755
檸檬墅民宿,1500,2000,"No.35-13, Shangzhi Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-3-8221822
看海棧民宿,1800,3600,"No.33-16, Qianliao Vil., Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/172591.jpg?v=20250516,馬公市,,886-6-9218876
香榭雅居民宿,1800,2800,"No.10, Ln. 306, Nanjing St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/17768.jpg?v=20250516,花蓮市,,886-920-277633
東龍大飯店,1920,3200,"No.23, Sec. 2, Hankou St., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",,萬華區,http://www.east-dragon.com.tw,886-2-23116969
鐵道小屋民宿,4500,5500,"No.106, Ln. 102, Anhe Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,http://railwayhouse.ittbnb.com/,886-955-024469
百橙橙居高雄館,7600,8800,"1-11F., No.205, Datong 1st Rd., Xinxing Dist., Kaohsiung City 800, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/261287.jpg?v=20250516,新興區,,886-7-2151686
西門希爾商旅,600,4800,"4F.-1-2-3, No.28, Emei St., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/25549.JPG?v=20250516,萬華區,,886-2-23810081
樂居民宿,5800,6800,"No.212-27, Donwei, Mong Ci",,馬公市,,886-988-169674
峇里峇里民宿,4800,6800,"No.73, Qinglong Ln., Yuchi Township, Nantou County 555, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/57.jpg?v=20250516,魚池鄉,http://www.bali-bali.com.tw,886-49-2880928
藍寓民宿,1980,1980,"No.76, Xingang St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-979-229323
客來居民宿,3600,3600,"No.543, Sec. 3, Zhiben Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/40884.jpeg?v=20250516,台東市,,886-89-512828
綠野遊蹤莊園民宿,1600,2400,"No.106, Xiaowei Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,,886-3-9503305
姑姑的家民宿,4000,7800,"No.10, Ln. 163, Sec. 1, Xing’an Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/163805.jpg?v=20250516,台東市,,886-931-094943
九份惠風民宿,4600,5800,"No. 41, Jieding Ln., Ruifang Dist. New Taipei City 224008, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/267729.jpg?v=20250516,瑞芳區,,886-987-235172
大關山宏園民宿,2400,4500,"No.30, Longxing, Guanshan Township, Taitung County 956, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/44666.jpg?v=20250516,關山鎮,,886-963-787935
亮晶晶民宿,4300,6000,"No.8, Minsheng Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/267401.jpg?v=20250516,琉球鄉,,886-956-332227
幸福旅人民宿,1400,5000,"No.162-2, Fujian St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/11477.jpg?v=20250516,花蓮市,https://www.happiness162.com,886-921-864021
好眠民宿,3800,5500,"二F., No.30, Guangfu St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-935-290305
明星大飯店,12880,16880,"2-3F., No.21, Chengdu Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",,萬華區,,886-2-23755227
承攜行旅台北重慶館,7200,18000,"No.62, Sec. 1, Chongqing N. Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",,大同區,https://guidehotel.com.tw/home,886-2-25580551
東廷民宿,2500,3000,"No. 32, Ln. 170, Longsheng Rd., Guanshan Township, Taitung County 956 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/265.jpg?v=20250516,關山鎮,,886-89-814105
幸運草輕巧旅店,6880,16880,"No.120, Sec. 2, Zhongmei Rd., Zhongli Dist., Taoyuan City 320, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/117383.jpg?v=20250516,中壢區,,886-3-4255858
長緹都會商務旅館,3680,5080,"7F.-9, No.198, Xinxing Rd., Zhongli Dist., Taoyuan City 320, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/219135.jpg?v=20250516,中壢區,,886-3-4598822
柏之園民宿,4000,5000,"No.61-23, Zhongshan Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/8681.jpg?v=20250516,琉球鄉,,886-8-8612601
石壁大飯店,500,4200,"No.75-1, Caoling, Gukeng Township, Yunlin County 646, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/269893.jpg?v=20250516,古坑鄉,,886-5-5831238
棕櫚島民宿,4500,4500,"No.1-9, Guangchang Rd., Gukeng Township, Yunlin County 646, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/5753.png?v=20250516,古坑鄉,,886-5-5829111
梢楠林民宿,3000,3000,"No.31-8, Hualong Ln., Yuchi Township, Nantou County 555, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/273872.jpg?v=20250516,魚池鄉,http://www.greentic.com.tw,886-49-2897951
坡岸邊民宿,4800,6800,"No.47, Guosheng 7th St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/283335.png?v=20250516,花蓮市,,886-905-679333
邦喬諾民宿,3000,6000,"No.228, Xingsheng Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/4695.jpg?v=20250516,台東市,,886-919-639575
桂林休閒民宿,1800,3200,"No.27-1, Neiguan, Gukeng Township, Yunlin County 646, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/34823.jpg?v=20250516,古坑鄉,http://055900017.emmm.tw,886-5-5900017
綠的旅館,4200,5000,"1-3F., No.27-3, Wenguang Rd., Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-6-9278801
晴悅民宿,3000,4800,"No.27, Ln. 31, Jishan St., Ruifang Dist., New Taipei City 224, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/20251.jpg?v=20250516,瑞芳區,http://www.ching-yue.url.tw/,886-965-407349
富順大飯店,1600,3900,"No.177, Nanking W. Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/4071.JPG?v=20250516,大同區,,886-2-25551016
皇家大飯店,4280,6680,"No 5-1,Hwaining Street,Taipei City,Taiwan",https://taiwan.taiwanstay.net.tw/twpic/8993.JPG?v=20250516,中正區,,886-2-23111668
慶城商旅 Urbanone Hotel,4980,5280,"4F-2, 4F-1, 4F., No.55, Zhengyi S. Rd., Sanchong Dist., New Taipei City 241, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/99641.jpg?v=20250516,三重區,,886-2-29701229
雲山水民宿,6600,8800,"No.18, Aly. 201, Ln. 2, Sec. 2, Fengping Rd., Shoufeng Township, Hualien County 974, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/14479.JPG?v=20250516,壽豐鄉,http://www.villa18.com,886-3-8656060
歡迎光臨民宿,600,4000,"No.4, Dayu St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-989-544767
臺中逢甲智選假日酒店,4800,7200,"No.28, Ln. 33, Fuxing N. 3rd St., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/146895.jpg?v=20250516,西屯區,,886-4-27083911
太平洋商旅,18000,30000,"11F.-2, No.495, Guangfu S. Rd., Xinyi Dist., Taipei City 110, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/79818.jpg?v=20250516,信義區,http://www.businesscenter.com.tw/,886-2-87808000
太魯閣樺城民宿,4200,12000,"No.30, Zhongzheng Rd., Xincheng Township, Hualien County 971, Taiwan (R.O.C.)",,新城鄉,,886-3-8610277
宇春商旅,1800,10000,"No.3, Jingmao 8th Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/265073.jpg?v=20250516,西屯區,,886-4-24264458
九份Let&#39;s go民宿,2500,2500,"No.218-1, Qingbian Rd., Ruifang Dist., New Taipei City 224, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/268193.jpg?v=20250516,瑞芳區,,886-2-24977687
陽光旅行民宿,6000,6000,"No.3, Aly. 36, Ln. 275, Sec. 3, Zhongxing Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/287519.png?v=20250516,台東市,https://www.tt089.com.tw,886-89-231989
杉原小築民宿,1800,3000,"No. 21, Shanyuan, Beinan Township, Taitung County 954031, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/289183.jpg?v=20250516,卑南鄉,,886-89-280198
外大坪觀星民宿,3600,5600,"No.33-6, Zhonggua Rd., Puli Township, Nantou County 545, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/27249.jpg?v=20250516,埔里鎮,http://www.pulisas.com,886-931-223095
祿宸衿后禾居,9800,12800,"No.482, Zhongxiao 1st Rd., Xinxing Dist., Kaohsiung City 800, Taiwan (R.O.C.)",,新興區,,886-7-2355555
悅庭渡假花園民宿,5800,7400,"No.136, Lunei, Shoufeng Township, Hualien County 974, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/170343.jpg?v=20250516,壽豐鄉,,886-3-8661335
三茅屋民宿,1800,3000,"No.5-6, Taomi Ln., Puli Township, Nantou County 545, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/6101.jpg?v=20250516,埔里鎮,,886-49-2912146
雲洲農園民宿,4000,8000,"139, Ln. Chengdu Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/262110.jpg?v=20250516,台東市,,886-89-330779
跳跳民宿,6500,9000,"No.116-3, Zhongshan Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/4537.png?v=20250516,琉球鄉,http://qvilla.com.tw,886-8-8612308
金洙椏休閒民宿,3980,7880,"No.17-27, Xiehe Central Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/4093.JPG?v=20250516,五結鄉,,886-3-9506727
覓秘民宿,2200,3900,"No.29-5, Ln. 3, Zhongzheng Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/15895.jpg?v=20250516,琉球鄉,http://mamalu.pixnet.net/blog,886-8-8611319
來玩住我家民宿,2000,3500,"No.1882, Suoguangang, Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/7027.jpg?v=20250516,馬公市,,886-6-9952433
多多那民宿,4500,5500,"No.29, Ln. 398, Sec. 3, Zhiben Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,,886-986-522557
椿莊民宿,5600,5600,"No.216-6, Sec. 1, Zhongshan Rd., Puli Township, Nantou County 545, Taiwan (R.O.C.)",,埔里鎮,,886-49-2997067
潘媽媽民宿,2500,3600,"No.5, Ren’ai Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",,琉球鄉,,886-8-8611141
上格大飯店,18800,18800,"No.11, Jicheng Rd., Sanchong Dist., New Taipei City 241, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/265557.jpg?v=20250516,三重區,,886-2-29775678
金谷豐別館,1800,3500,"No.285, Nanchang St., Puli Township, Nantou County 545, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/5107.jpg?v=20250516,埔里鎮,,886-49-2984047
幸福調色盤民宿,4600,5600,"No.25, Sec. 2, Xing’an Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/290225.jpeg?v=20250516,台東市,,886-988-331007
潁軒民宿,2500,4000,"No.20, Dongxing 2nd St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-928-080037
美觀園旅社,1800,2800,"NO.13,Lane 90,Xining South Rd.Wanhua Dist,Taipei,Taiwan",https://taiwan.taiwanstay.net.tw/twpic/1085.jpg?v=20250516,萬華區,,886-2-23314123
互舍商旅台北館,3600,36000,"No.172, Sec. 2 Chongqing N. Rd. ,Datong Dist.,Taipei City 10357, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/3039.jpg?v=20250516,大同區,https://hu-house-taipei.mydirectstay.com/tw/index.html,886-2-25533919
森山休閒別館,8000,13600,"No.1076, Zhongzheng Rd, Puli Township, Nantou County 545, Taiwan(R.O.C)",,埔里鎮,,886-49-2930930
焦糖瑪奇朵民宿,1800,2600,"No.146, Wenshan Rd., Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-6-9211781
花蓮香風民宿,2800,2800,"No.61, Guomin 9th St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/279431.jpeg?v=20250516,花蓮市,,886-967-262868
阿爸民宿,3000,3000,"No.8, Fuyang Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/43974.jpg?v=20250516,花蓮市,http://www.abahomestay.tw/,886-3-8566711
台東富野渡假酒店,9000,15000,"No.38, Fuxing Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/212465.jpg?v=20250516,台東市,http://www.hoyaresort.com.tw,886-89-350666
猴子衝浪背包客青年民宿,2700,4500,"No.5-1, Jinfeng St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-3-8353368
翔美客宅院民宿,3600,3600,"No.176, Minde 1st St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-927-089089
伍百里驛站民宿,3000,8000,"No.106, Beibin St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/143884.jpg?v=20250516,花蓮市,http://500km.970bnb.net/,886-3-8359500
金都宜園民宿,3800,8800,"No.782-1, Sec. 2, Jianguo Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-939-681478
米可佳民宿,3200,6400,"No.102, Guolian 3rd Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/30917.png?v=20250516,花蓮市,,886-905-369508
太魯閣海灣民宿,3500,5500,"No.56-8, Zhongshan Rd., Xincheng Township, Hualien County 971, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/20753.jpg?v=20250516,新城鄉,,886-918-066136
迷迭行旅,6000,8000,"No.3, Ln. 412, Sec. 1, Zhihang Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/286282.jpg?v=20250516,台東市,,886-933-611666
新悅民宿,3600,7200,"No.100, Xinxing Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/262403.jpg?v=20250516,台東市,,886-937-602270
大漢居,3000,3000,"No. 166, Zhongshan Rd., Yuchi Township, Nantou County 555, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/124950.jpg?v=20250516,魚池鄉,https://dahan.okgo.tw/,886-49-2855245
我的幸福烘焙房民宿,3800,6800,"No.1-8, Caolin, Xincheng Township, Hualien County 971, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/103913.jpg?v=20250516,新城鄉,,886-911-385161
芙蓉的家,2200,3000,"Ln. 99, Sec. 2, Qinhe Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,,886-3-9507569
津宿囍民宿,4500,5500,"No. 23, Ln. 599, Jitai Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/15215.jpg?v=20250516,台東市,,886-988-056728
居宥名民宿,3000,4800,"No.105-17, Feng Vil., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-935-207081
貳拾貳隱巷,3600,4800,"No.16-1, Ln. 2, Xinfu Rd., Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/95410.JPG?v=20250516,馬公市,,886-6-9266555
山水曼波休閒民宿(特色民宿),5000,7000,"No.17-27, Zhujiang, Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-6-9950808
明日大飯店,12880,16880,"4-8F., No.23 and No.1, Ln. 27, Chengdu Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",,萬華區,,886-2-23755500
水中天民宿,3000,4000,"No.28-16, Liyu Rd., Puli Township, Nantou County 545, Taiwan (R.O.C.)",,埔里鎮,,886-49-2983238
月牙灣寵物民宿,3800,5800,"No.5-5, Dongwei , Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-6-9210210
左轉休閒民宿,2500,3600,"No.380, Xinsheng Rd., Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/284175.jpg?v=20250516,馬公市,,886-6-9263117
瑪吉外宿民宿,3500,4500,"No.31, Aly. 17, Ln. 412, Sec. 1, Zhihang Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,,886-933-390398
幸福是我家民宿,3600,4200,"No.12, Guoxing 3rd St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,https://www.myhappiness-hotel.com/,886-966-551526
日月星舞民宿,3600,6000,"No.12-8, Yongchuan Ln., Yuchi Township, Nantou County 555, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/160910.jpg?v=20250516,魚池鄉,http://www.facebook.com/coffee.estate,886-49-2899347
水上雅居民宿,2000,3000,"No.19, Ln. 80, Yanping St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-3-8338419
板橋凱撒大飯店,15400,18700,"Lot 10.13.17.18, Sinbei  sec., 3 Subsec., Banqiao Dist.,New Taipei City",https://taiwan.taiwanstay.net.tw/twpic/86608.jpg?v=20250516,板橋區,https://banqiao.caesarpark.com.tw/,886-2-89538999
蔓條絲裡~浮田小屋,3200,4800,"No.1-7, Xieli Ln., Yuchi Township, Nantou County 555, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/2355.JPG?v=20250516,魚池鄉,,886-49-2861483
戀海山休閒民宿,6400,6400,"No.75, Yutang, Shoufeng Township, Hualien County 974, Taiwan (R.O.C.)",,壽豐鄉,,886-939-905753
自由風民宿,5600,5600,"No.185, Heping St., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,http://www.freewind.idv.tw/,886-921-039682
